id_cliente,nombre_completo,edad,género,departamento,tipo_cuenta,saldo_actual,ingresos_mensuales,monto_transacción,tipo_transacción,fecha_transacción,estado_transacción
3221,Ana Ramírez,26,F,Lambayeque,Corriente,23157.0,8036,-3819,Pago,2024-10-05 23:44:24.429345019,Exitosa
2007,Jorge Torres,28,M,Arequipa,Tarjeta de Crédito,21824.0,5196,3263,Pago,2022-01-14 23:13:54.784840552,Exitosa
3224,Ana Fernández,57,M,Loreto,Tarjeta de Crédito,22728.0,12067,12838,Retiro,2025-12-19 01:25:15.735160689,Exitosa
4317,Andrés López,28,M,Lima,Corriente,42527.0,12088,16377,Retiro,2021-08-09 01:36:19.053176391,Fallida
277,Lucía Castillo,55,F,Loreto,Tarjeta de Crédito,48381.0,7939,-4120,Depósito,2023-02-09 19:43:01.941217880,Pendiente
2797,Jorge Gómez,68,M,Puno,Corriente,46586.0,9595,17315,Retiro,2024-12-10 10:16:53.080002086,Pendiente
12,Carlos Martínez,63,M,Junín,Ahorros,38700.0,3937,2237,Pago,2021-09-14 06:24:44.000948350,Exitosa
414,Jorge Martínez,68,M,Junín,Plazo Fijo,22410.0,6100,13448,Transferencia,2020-04-08 04:03:06.209361453,Pendiente
2022,Lucía López,34,M,Lambayeque,Tarjeta de Crédito,8032.0,12947,7170,Transferencia,2022-07-11 04:13:20.580710678,Pendiente
1698,Valeria Castillo,41,F,Puno,Plazo Fijo,48091.0,4913,11568,Pago,2022-09-13 01:25:30.336685993,Exitosa
757,Luis Pérez,34,F,Cusco,Tarjeta de Crédito,45971.0,14050,1992,Pago,2025-03-09 18:21:25.553031193,Exitosa
262,Jorge Martínez,34,F,Ica,Plazo Fijo,47363.0,5535,17620,Retiro,2025-06-24 16:01:40.120828558,Fallida
4314,Valeria García,22,F,Arequipa,Corriente,38971.0,11458,18706,Pago,2024-07-07 01:01:05.725813402,Fallida
2402,Luis Pérez,31,F,Puno,Plazo Fijo,26290.0,2553,854,Depósito,2024-06-24 22:00:01.535141907,Exitosa
2757,Sofía García,19,F,Piura,Plazo Fijo,21733.0,3827,2763,Depósito,2025-07-21 02:14:29.937796867,Pendiente
305,Lucía Rodríguez,39,F,Cusco,Tarjeta de Crédito,24926.0,2280,-2847,Pago,2022-10-07 02:54:12.354995988,Pendiente
4834,Andrés García,62,M,La Libertad,Ahorros,20247.0,11065,8484,Retiro,2022-05-29 19:41:52.705869011,Pendiente
745,Carlos Gómez,22,M,Loreto,Ahorros,44364.0,5905,19457,Depósito,2025-12-24 00:02:35.401307171,Exitosa
4021,Jorge García,18,M,Loreto,Plazo Fijo,37967.0,1406,-3852,Pago,2023-10-17 12:47:04.072487338,Pendiente
1659,Jorge Castillo,18,F,La Libertad,Corriente,29356.0,13967,9033,Retiro,2021-03-06 05:17:18.241518735,Fallida
3454,Sofía Rodríguez,69,M,Arequipa,Tarjeta de Crédito,12241.0,12808,4418,Pago,2023-08-12 11:46:42.874558515,Pendiente
3025,Pedro Ramírez,52,F,Puno,Tarjeta de Crédito,3036.0,10493,17906,Retiro,2023-07-23 18:33:17.759002809,Exitosa
3271,Andrés García,50,M,Piura,Plazo Fijo,19100.0,12226,18444,Retiro,2023-02-01 05:00:42.367233226,Fallida
2986,Valeria Torres,57,F,Cusco,Ahorros,21826.0,11330,-3130,Pago,2020-04-26 20:08:36.400479387,Pendiente
3606,Valeria García,39,M,Lambayeque,Tarjeta de Crédito,40586.0,12489,2122,Transferencia,2023-05-21 03:44:19.776125004,Exitosa
756,Valeria Rodríguez,54,F,Junín,Corriente,46760.0,4952,922,Pago,2020-04-02 03:49:42.112190328,Exitosa
2404,Sofía Pérez,65,F,Piura,Corriente,30357.0,4544,14926,Retiro,2022-11-21 01:59:51.419241310,Exitosa
1240,Sofía Torres,68,F,Ica,Tarjeta de Crédito,49801.0,10648,5132,Pago,2024-11-04 11:15:49.191646520,Exitosa
4139,María Castillo,21,F,Cusco,Plazo Fijo,7914.0,14303,18477,Depósito,2020-03-19 13:58:54.784557293,Fallida
2553,Ana Torres,26,F,Lima,Tarjeta de Crédito,27030.0,9922,-3215,Retiro,2022-07-30 01:55:39.075662896,Fallida
1033,Pedro Torres,39,F,Lima,Corriente,19981.0,8406,9364,Transferencia,2025-01-22 06:03:43.828716117,Exitosa
1655,Lucía Fernández,53,F,Cusco,Ahorros,8718.0,5389,7362,Retiro,2025-07-30 12:57:44.632842277,Fallida
1437,Andrés Martínez,21,M,Lambayeque,Ahorros,22442.0,1392,5777,Pago,2022-12-09 11:54:45.175388888,Fallida
813,Carlos Pérez,56,F,La Libertad,Ahorros,46851.0,13939,19456,Pago,2024-11-26 23:20:02.586336476,Exitosa
3790,María Ramírez,26,M,Cusco,Tarjeta de Crédito,10665.0,4545,15791,Transferencia,2025-11-02 04:43:26.937645140,Fallida
180,Ana García,69,F,Puno,Corriente,41377.0,6974,6152,Depósito,2020-09-22 07:00:17.168385158,Pendiente
2466,Valeria Martínez,27,F,Lima,Tarjeta de Crédito,20805.0,5438,5341,Transferencia,2022-03-24 11:33:38.796328388,Pendiente
3592,Sofía Fernández,35,M,Ica,Plazo Fijo,24367.0,2548,5374,Transferencia,2024-11-12 19:48:15.874679892,Fallida
3430,Jorge López,61,F,Arequipa,Corriente,10199.0,11255,8575,Retiro,2020-02-05 03:26:25.924211699,Pendiente
3254,Ana García,18,M,Lambayeque,Ahorros,30433.0,13827,17883,Pago,2025-11-04 05:41:35.892196742,Pendiente
706,Carlos Ramírez,39,M,Lambayeque,Plazo Fijo,28381.0,9968,8072,Depósito,2021-03-15 13:21:40.685067578,Pendiente
1276,Jorge Pérez,49,M,Cusco,Corriente,12830.0,9520,5946,Retiro,2024-05-20 19:21:23.174364528,Exitosa
2646,Valeria Gómez,34,F,Loreto,Plazo Fijo,38304.0,6302,12019,Retiro,2023-09-09 09:52:54.078795284,Exitosa
1772,Pedro Torres,52,M,Loreto,Tarjeta de Crédito,10225.0,4509,13332,Pago,2020-11-28 01:31:42.519057397,Fallida
3476,Lucía López,28,M,Junín,Corriente,44700.0,8393,19765,Retiro,2020-04-20 21:01:48.420267261,Pendiente
275,Ana Gómez,28,M,Puno,Plazo Fijo,26480.0,8618,-4032,Transferencia,2022-03-30 14:45:12.953803486,Fallida
2434,Luis Pérez,63,F,Ica,Corriente,15316.0,5375,10476,Pago,2023-07-09 00:48:07.143960777,Pendiente
1120,Lucía Pérez,32,M,Piura,Corriente,45179.0,9698,929,Pago,2021-05-09 14:14:16.783285136,Pendiente
4737,María Fernández,29,M,Piura,Tarjeta de Crédito,657.0,6626,14522,Pago,2022-06-24 18:43:34.528491334,Exitosa
2895,Ana Fernández,40,M,Junín,Ahorros,4571.0,10935,-2340,Depósito,2021-12-04 15:49:48.951954602,Fallida
4054,Andrés Pérez,35,F,Lima,Corriente,8544.0,1865,11450,Retiro,2021-05-07 04:56:15.660115971,Exitosa
3032,Ana Gómez,62,F,Cusco,Plazo Fijo,43950.0,5746,16,Retiro,2023-08-16 21:36:02.039919819,Exitosa
4549,Ana Gómez,26,F,Piura,Tarjeta de Crédito,29608.0,2772,17721,Transferencia,2024-10-08 02:27:47.948779898,Fallida
1825,Carlos Martínez,68,M,Arequipa,Tarjeta de Crédito,3654.0,9250,-1382,Pago,2020-06-03 10:35:03.325358200,Fallida
4956,Sofía Castillo,50,F,Puno,Plazo Fijo,2750.0,14081,-3503,Transferencia,2025-04-01 01:57:34.198109178,Exitosa
4262,Jorge Torres,34,F,Junín,Corriente,23180.0,9762,19395,Depósito,2024-08-07 07:13:35.682569117,Exitosa
1676,Valeria Torres,37,F,Loreto,Corriente,35224.0,5381,16614,Transferencia,2022-09-27 05:29:40.089686930,Pendiente
1339,Luis Torres,20,M,Puno,Tarjeta de Crédito,19225.0,11707,6200,Depósito,2021-04-26 15:00:23.554830720,Exitosa
3374,Andrés Rodríguez,52,F,Piura,Corriente,36384.0,5967,2100,Pago,2024-06-12 12:05:44.120331570,Fallida
4951,Sofía Torres,62,M,Lima,Corriente,2538.0,13264,2381,Pago,2022-07-06 23:25:26.771648009,Fallida
487,María Castillo,18,M,Cusco,Tarjeta de Crédito,8420.0,7772,9395,Transferencia,2020-04-07 08:03:20.354980860,Pendiente
4772,Pedro Rodríguez,59,F,Ica,Corriente,11146.0,4246,17839,Pago,2020-05-30 14:02:37.768034313,Pendiente
918,Carlos Torres,46,F,Lima,Plazo Fijo,10613.0,10870,5447,Depósito,2020-05-11 03:27:32.329935266,Exitosa
1050,Ana López,60,F,Lima,Corriente,221.0,8698,14358,Transferencia,2022-11-05 15:11:49.345124602,Pendiente
794,Luis Martínez,68,F,Arequipa,Tarjeta de Crédito,33127.0,2142,12789,Transferencia,2023-11-10 16:58:05.291061696,Exitosa
1960,Sofía Ramírez,56,F,Cusco,Corriente,17245.0,2381,8581,Depósito,2023-10-07 03:43:54.290917438,Exitosa
2639,Valeria Martínez,59,M,Lambayeque,Corriente,10233.0,9336,6241,Transferencia,2025-07-21 19:28:09.602298703,Exitosa
4548,Lucía García,20,M,Loreto,Ahorros,43913.0,11219,8172,Transferencia,2022-02-20 03:32:00.817544779,Fallida
316,Valeria Castillo,46,M,Junín,Ahorros,32897.0,4365,1214,Retiro,2022-01-21 20:03:36.292540279,Pendiente
2762,Sofía Gómez,39,F,Piura,Ahorros,32194.0,12276,13790,Depósito,2023-05-29 22:15:06.191471618,Fallida
4479,Jorge García,40,M,Cusco,Corriente,30716.0,3286,-4430,Depósito,2023-11-29 19:47:27.319564456,Fallida
873,Sofía López,35,M,Loreto,Corriente,34596.0,6768,7702,Depósito,2025-08-17 17:38:14.855339615,Fallida
3779,Ana Rodríguez,44,F,Arequipa,Plazo Fijo,38431.0,14162,18710,Depósito,2021-10-13 00:23:43.131502097,Pendiente
2933,Carlos Pérez,66,F,Junín,Corriente,9502.0,1953,-3201,Pago,2021-02-13 20:35:28.814489440,Pendiente
2710,Jorge Rodríguez,23,F,Puno,Ahorros,35914.0,11834,14270,Transferencia,2022-01-30 12:28:17.605693044,Exitosa
3916,Pedro Ramírez,43,F,Arequipa,Tarjeta de Crédito,14106.0,11828,2797,Retiro,2022-10-14 00:51:16.534490741,Fallida
2197,Valeria Fernández,25,M,Ica,Plazo Fijo,22825.0,6670,1506,Pago,2023-10-26 20:32:45.777719603,Exitosa
1557,María Pérez,64,M,Piura,Ahorros,23189.0,2428,17343,Transferencia,2023-12-29 19:13:49.375171328,Fallida
3368,Jorge García,22,F,Junín,Tarjeta de Crédito,44470.0,9812,-3230,Depósito,2025-06-27 00:04:54.623857886,Exitosa
4846,Andrés López,36,F,Puno,Corriente,3392.0,5160,11733,Transferencia,2021-05-07 02:08:25.786077033,Pendiente
154,María López,47,F,La Libertad,Ahorros,22653.0,10374,8560,Depósito,2022-03-26 18:14:32.155343553,Exitosa
3439,Luis Martínez,69,F,Lima,Ahorros,33134.0,6487,3442,Pago,2025-09-09 15:46:46.094385504,Fallida
4406,María Pérez,49,M,La Libertad,Plazo Fijo,2521.0,9623,3709,Pago,2022-12-07 01:38:50.490804454,Fallida
1857,María Ramírez,20,F,La Libertad,Tarjeta de Crédito,42074.0,3679,3101,Retiro,2024-10-16 09:25:36.537577239,Pendiente
1827,Luis García,36,F,Arequipa,Plazo Fijo,47843.0,11111,15991,Depósito,2020-12-07 18:08:19.382797783,Fallida
3140,Valeria García,29,M,Loreto,Tarjeta de Crédito,35015.0,13560,3469,Retiro,2021-07-30 22:42:30.030847543,Fallida
1081,Lucía Fernández,38,F,Junín,Corriente,27654.0,12274,15059,Transferencia,2021-09-04 04:16:08.380852965,Exitosa
3885,Luis Pérez,51,F,Arequipa,Tarjeta de Crédito,11590.0,5960,12604,Transferencia,2020-04-09 22:24:44.303088052,Exitosa
1747,Luis Gómez,43,M,Arequipa,Ahorros,40838.0,7381,15223,Retiro,2024-08-03 08:15:54.306171669,Fallida
507,Pedro López,30,F,Arequipa,Ahorros,9713.0,13220,140,Pago,2022-05-27 23:49:05.313440561,Fallida
2649,Luis Gómez,62,F,Piura,Tarjeta de Crédito,22859.0,4360,18629,Retiro,2025-01-16 14:58:14.335449603,Exitosa
1533,Andrés Rodríguez,26,F,Loreto,Plazo Fijo,34429.0,11285,4252,Pago,2020-03-11 19:04:38.567796822,Pendiente
1748,Luis López,35,F,Piura,Plazo Fijo,22962.0,5632,17207,Depósito,2025-08-12 01:15:14.063330889,Pendiente
2982,María Torres,25,F,La Libertad,Plazo Fijo,35637.0,5854,10950,Retiro,2020-06-11 10:11:35.798257878,Pendiente
4601,Valeria Fernández,25,F,Lima,Tarjeta de Crédito,16219.0,11965,8350,Retiro,2022-10-24 08:36:15.024533686,Exitosa
2844,Valeria García,34,F,La Libertad,Corriente,45925.0,3619,9920,Depósito,2020-09-06 18:28:42.477591574,Pendiente
455,Lucía Pérez,69,F,Lambayeque,Ahorros,28818.0,9222,-2666,Pago,2021-11-11 07:09:37.380975823,Exitosa
4446,Sofía Gómez,49,M,Piura,Tarjeta de Crédito,21769.0,8888,-961,Depósito,2020-05-18 08:39:47.931056760,Exitosa
926,Luis López,67,F,Junín,Corriente,46876.0,4817,4910,Transferencia,2020-03-24 11:58:02.635960541,Exitosa
4281,Valeria Castillo,47,F,Loreto,Ahorros,41925.0,14258,14458,Transferencia,2020-05-23 01:08:14.858678408,Exitosa
1943,Luis Castillo,68,M,Lambayeque,Corriente,7816.0,10233,209,Pago,2023-02-18 03:41:59.278818822,Pendiente
107,Valeria Rodríguez,64,M,Piura,Ahorros,24780.0,13268,6769,Depósito,2024-10-21 05:37:46.149824555,Pendiente
24,Andrés Rodríguez,20,M,Cusco,Plazo Fijo,17451.0,3384,16699,Pago,2025-07-30 00:40:37.348216018,Exitosa
1953,Pedro Castillo,63,F,Puno,Corriente,12845.0,10734,-2526,Pago,2020-09-27 10:46:24.394300508,Pendiente
1248,Carlos García,56,M,Piura,Plazo Fijo,45905.0,6427,11223,Pago,2020-05-03 10:50:02.729069073,Exitosa
1244,Andrés Fernández,62,F,Junín,Ahorros,1543.0,2423,15603,Retiro,2024-09-07 04:39:02.693202059,Fallida
887,Valeria Rodríguez,43,M,Piura,Corriente,15370.0,1697,10106,Depósito,2021-11-22 03:32:56.996655751,Pendiente
2564,María Ramírez,46,M,Arequipa,Corriente,48930.0,12701,12420,Transferencia,2022-04-12 21:00:32.628401959,Pendiente
2930,Andrés Fernández,68,M,Puno,Ahorros,28016.0,11706,-500,Retiro,2022-03-01 10:22:27.203094733,Pendiente
1707,Pedro Martínez,23,F,Junín,Tarjeta de Crédito,38570.0,3123,5844,Pago,2020-01-11 15:50:55.709891641,Exitosa
2645,Jorge Castillo,61,F,Cusco,Plazo Fijo,26619.0,4992,-4555,Depósito,2021-12-18 16:36:27.354114151,Pendiente
3716,Valeria Pérez,32,M,Lambayeque,Plazo Fijo,23335.0,11435,7470,Retiro,2020-02-24 14:00:00.758327549,Exitosa
4825,Jorge Gómez,40,M,Lima,Corriente,7160.0,4394,16964,Retiro,2020-08-21 04:09:16.446114665,Pendiente
717,Andrés Ramírez,29,M,La Libertad,Tarjeta de Crédito,31970.0,9586,15372,Pago,2021-11-20 12:57:38.332514111,Pendiente
1535,Luis Fernández,68,F,Puno,Ahorros,42396.0,7754,18282,Depósito,2021-06-30 15:23:08.430403594,Exitosa
3049,Jorge Torres,37,M,Cusco,Ahorros,29966.0,6199,3858,Transferencia,2020-08-22 19:51:24.739315571,Exitosa
2638,Sofía Fernández,57,F,Loreto,Plazo Fijo,14832.0,8214,2602,Pago,2025-06-29 05:22:46.456425609,Fallida
3810,Valeria Gómez,52,M,Puno,Ahorros,13338.0,9724,3694,Transferencia,2020-10-19 20:23:14.248362439,Pendiente
522,Lucía Castillo,30,M,Puno,Corriente,12096.0,3001,13340,Pago,2022-03-07 00:34:40.370936888,Pendiente
2276,Lucía Ramírez,53,M,Ica,Plazo Fijo,9059.0,12688,12023,Depósito,2025-08-07 20:53:29.348688241,Pendiente
2821,Luis Rodríguez,18,F,Arequipa,Tarjeta de Crédito,44397.0,10616,-4294,Pago,2024-11-17 09:44:54.642104187,Pendiente
36,Lucía Ramírez,50,F,Loreto,Tarjeta de Crédito,43593.0,10959,-336,Depósito,2025-06-06 04:06:13.982141442,Exitosa
4449,Jorge Martínez,51,M,La Libertad,Corriente,15976.0,9419,2314,Retiro,2021-06-01 19:37:52.405918413,Pendiente
3645,Andrés Fernández,30,F,Lambayeque,Plazo Fijo,20131.0,14549,12658,Retiro,2020-08-09 06:01:15.128083994,Exitosa
3997,Jorge Pérez,29,M,Ica,Corriente,6621.0,11392,5711,Retiro,2024-07-14 03:59:49.383109548,Exitosa
3971,María López,65,M,Lambayeque,Plazo Fijo,8727.0,9437,14667,Pago,2024-12-01 12:34:10.728968675,Exitosa
4220,Ana Pérez,25,F,Junín,Ahorros,4262.0,11803,7246,Retiro,2025-09-16 09:35:27.945626616,Fallida
329,María Ramírez,23,M,Ica,Corriente,13808.0,10629,-2167,Retiro,2021-02-08 13:44:12.404007645,Exitosa
2143,Luis Gómez,34,M,Junín,Tarjeta de Crédito,25281.0,8758,18937,Transferencia,2024-06-24 23:53:58.402844798,Fallida
2811,Luis Gómez,32,M,La Libertad,Plazo Fijo,39058.0,4197,15306,Transferencia,2020-02-03 20:32:31.699019360,Fallida
3354,Luis García,52,M,Lima,Corriente,3370.0,3578,13880,Depósito,2020-01-14 20:23:15.266300214,Exitosa
4965,Jorge Pérez,57,F,Junín,Corriente,36569.0,5994,12382,Transferencia,2023-07-22 08:47:27.147842000,Exitosa
2551,Carlos Rodríguez,68,F,Ica,Ahorros,22689.0,13203,6611,Transferencia,2020-08-17 10:14:02.050759883,Fallida
121,Lucía Ramírez,40,M,La Libertad,Plazo Fijo,20952.0,9241,-1736,Retiro,2021-09-20 19:27:29.767119322,Exitosa
3931,Ana Castillo,68,F,Junín,Corriente,15753.0,12355,6410,Retiro,2020-01-16 21:28:11.881434613,Pendiente
569,Ana Torres,44,F,Cusco,Ahorros,7026.0,11380,5832,Depósito,2020-05-23 11:10:14.061187599,Pendiente
3395,Pedro López,47,F,La Libertad,Tarjeta de Crédito,46309.0,5973,12,Retiro,2022-12-19 23:16:51.456731274,Exitosa
4972,Andrés Gómez,19,M,Ica,Tarjeta de Crédito,13713.0,9065,18335,Retiro,2022-06-28 21:51:22.697118661,Pendiente
2355,Jorge Torres,53,F,Puno,Tarjeta de Crédito,17112.0,7617,11117,Pago,2024-11-20 22:17:18.483686584,Exitosa
2309,Pedro López,57,F,Puno,Ahorros,1139.0,7703,5771,Retiro,2025-05-22 19:05:05.277134576,Fallida
2820,Luis Ramírez,57,M,Loreto,Tarjeta de Crédito,1146.0,11967,-4191,Retiro,2020-04-04 13:58:54.966758814,Pendiente
3864,Pedro Pérez,39,F,Puno,Ahorros,35893.0,14850,-2290,Transferencia,2024-01-08 18:19:37.872821930,Exitosa
4838,Luis Ramírez,27,M,Piura,Plazo Fijo,22392.0,8248,11173,Pago,2025-06-12 18:08:24.323240353,Fallida
2677,Andrés Fernández,35,M,Junín,Tarjeta de Crédito,44987.0,14546,8621,Retiro,2022-10-22 10:35:33.658995583,Pendiente
4933,Ana Gómez,67,F,Puno,Corriente,45140.0,2397,-2860,Depósito,2024-06-24 19:08:10.922127524,Pendiente
244,Sofía Gómez,24,M,Loreto,Corriente,815.0,14106,12206,Transferencia,2020-06-18 07:18:12.148250109,Exitosa
2989,Ana López,57,M,Cusco,Ahorros,45393.0,9673,67,Retiro,2020-12-03 23:12:23.109340592,Pendiente
3316,Jorge Gómez,38,F,Junín,Ahorros,5842.0,11039,-301,Pago,2021-09-15 09:35:38.169985410,Fallida
2373,Carlos Fernández,20,F,Lima,Tarjeta de Crédito,28555.0,5321,10144,Retiro,2023-11-29 14:45:28.558579002,Pendiente
4105,Luis Ramírez,68,M,Ica,Ahorros,38718.0,2344,-221,Retiro,2022-08-14 13:41:53.569895117,Pendiente
4165,Jorge Ramírez,51,F,Loreto,Corriente,2807.0,11211,6839,Retiro,2022-10-11 00:28:21.499294020,Exitosa
1333,Carlos Rodríguez,25,F,Cusco,Tarjeta de Crédito,45195.0,2749,5055,Retiro,2023-08-22 18:15:20.779583391,Exitosa
3772,Ana García,58,M,Lima,Plazo Fijo,538.0,3581,2298,Pago,2022-09-25 12:52:59.845703498,Exitosa
335,Carlos Torres,22,M,Loreto,Ahorros,37027.0,2230,3675,Retiro,2023-07-30 12:29:00.787294629,Fallida
1205,Ana López,48,F,Junín,Corriente,48165.0,7965,18858,Retiro,2025-05-09 03:30:41.445602905,Fallida
3623,Carlos Martínez,43,M,Arequipa,Ahorros,21815.0,4916,-1851,Pago,2020-03-08 03:04:29.501887520,Pendiente
1445,María García,32,F,Ica,Tarjeta de Crédito,32563.0,8114,18204,Transferencia,2025-05-03 00:44:43.187252789,Exitosa
3517,Ana Castillo,60,M,Piura,Tarjeta de Crédito,26007.0,9526,16592,Depósito,2021-04-18 10:27:05.485001196,Exitosa
1259,Luis Rodríguez,27,F,Cusco,Plazo Fijo,47953.0,8456,8788,Depósito,2022-02-23 10:27:10.367545611,Fallida
4354,Luis Ramírez,18,F,Piura,Ahorros,43043.0,6947,-2285,Transferencia,2024-05-09 05:55:33.753714212,Pendiente
2614,Andrés Gómez,59,M,Arequipa,Tarjeta de Crédito,23125.0,6915,19710,Retiro,2025-09-15 07:56:03.777641574,Pendiente
3444,Ana García,40,F,Cusco,Plazo Fijo,16822.0,5850,-697,Depósito,2023-04-05 22:17:36.658428378,Fallida
2053,Pedro Martínez,61,F,Piura,Tarjeta de Crédito,790.0,9541,-3871,Pago,2021-09-26 00:59:46.612336526,Pendiente
584,Ana Castillo,59,M,Junín,Ahorros,25141.0,12723,-4508,Transferencia,2020-08-22 10:35:20.255319337,Exitosa
2222,Lucía Gómez,65,F,Lima,Corriente,30981.0,13411,225,Pago,2025-01-14 17:32:48.000925477,Fallida
1291,Sofía López,58,M,Piura,Ahorros,44954.0,6597,13285,Transferencia,2024-03-26 03:35:15.081149488,Exitosa
3672,Pedro López,61,F,Puno,Corriente,23636.0,11896,16365,Pago,2021-10-08 03:40:54.356824266,Exitosa
4234,Lucía Gómez,62,F,La Libertad,Tarjeta de Crédito,45193.0,5541,1273,Retiro,2023-02-06 01:47:30.993699153,Fallida
1999,Andrés Castillo,36,F,Cusco,Tarjeta de Crédito,23663.0,1349,-1374,Transferencia,2023-07-31 12:58:49.052276996,Fallida
3559,Valeria López,25,F,Junín,Corriente,20742.0,7753,-3702,Retiro,2024-05-31 02:59:12.476063393,Pendiente
1708,Sofía López,26,F,La Libertad,Ahorros,3299.0,11212,17329,Depósito,2021-09-17 12:46:23.264657825,Exitosa
3108,Andrés Martínez,38,F,Lambayeque,Plazo Fijo,21692.0,3170,5975,Pago,2025-11-11 16:48:14.190842054,Exitosa
4936,Valeria Fernández,20,M,Cusco,Ahorros,37459.0,13352,2015,Transferencia,2025-10-12 10:02:30.780640211,Fallida
782,Andrés Rodríguez,42,M,Loreto,Plazo Fijo,18555.0,11348,15633,Depósito,2022-08-13 03:47:05.888029091,Exitosa
1282,Andrés Torres,66,M,Piura,Ahorros,23361.0,11228,13983,Depósito,2022-07-26 05:03:07.692210385,Exitosa
4013,Andrés Torres,60,F,La Libertad,Tarjeta de Crédito,28280.0,9571,1068,Retiro,2022-09-08 19:50:55.682215380,Exitosa
3703,Luis Martínez,67,F,Cusco,Ahorros,41765.0,3214,8512,Pago,2020-03-01 05:44:24.929894132,Exitosa
3505,Sofía Gómez,44,M,Cusco,Ahorros,28366.0,1800,9666,Pago,2023-08-13 22:38:33.400699628,Exitosa
1149,Pedro Castillo,61,M,Arequipa,Tarjeta de Crédito,9394.0,4695,19200,Transferencia,2024-05-08 09:06:56.584634735,Pendiente
2135,Jorge Castillo,48,F,Loreto,Corriente,9589.0,7531,19180,Retiro,2020-04-23 21:01:32.889045801,Pendiente
140,Jorge Fernández,63,M,Lima,Corriente,2529.0,9320,-21,Pago,2022-02-25 20:25:49.872663309,Fallida
2024,Valeria López,42,M,Ica,Ahorros,2251.0,6584,6763,Pago,2020-07-03 05:53:16.901297437,Exitosa
2082,Lucía Martínez,24,M,Ica,Tarjeta de Crédito,45187.0,13228,19935,Transferencia,2021-09-18 11:16:40.280115707,Exitosa
1493,Pedro Rodríguez,26,F,Ica,Ahorros,2972.0,9538,-4886,Retiro,2022-07-20 00:46:07.503862345,Exitosa
927,Ana Fernández,53,F,Arequipa,Ahorros,21866.0,9206,-2628,Pago,2022-02-20 15:32:32.992081834,Pendiente
761,Ana Gómez,21,F,Junín,Plazo Fijo,10643.0,5676,18204,Pago,2023-10-21 18:35:02.019941478,Exitosa
2144,Jorge Torres,38,F,Ica,Plazo Fijo,27581.0,2891,3688,Pago,2025-05-10 13:11:15.987134823,Exitosa
4364,Luis Fernández,61,F,Junín,Tarjeta de Crédito,49218.0,5901,19898,Retiro,2022-08-02 06:04:10.923572608,Pendiente
4957,María Castillo,52,M,Ica,Ahorros,37005.0,11448,3587,Depósito,2025-09-22 21:22:52.830361985,Exitosa
3371,Andrés Fernández,56,F,Lambayeque,Ahorros,3440.0,3101,-3054,Pago,2025-06-11 05:28:34.057737667,Exitosa
4978,Valeria Torres,21,M,Arequipa,Ahorros,33981.0,13900,18738,Transferencia,2025-01-02 23:08:17.429722599,Fallida
1356,Jorge García,31,M,Piura,Tarjeta de Crédito,13030.0,10755,15480,Retiro,2023-01-28 01:29:33.516168531,Exitosa
3293,Carlos Martínez,40,M,Lima,Plazo Fijo,13366.0,11271,18342,Retiro,2021-12-04 08:37:31.316445802,Fallida
2328,Lucía López,63,F,La Libertad,Corriente,27547.0,8266,2626,Retiro,2022-09-07 22:50:37.547999878,Fallida
2427,Carlos Castillo,25,F,Arequipa,Ahorros,45963.0,14302,-4451,Transferencia,2020-06-10 22:23:41.630701705,Fallida
2357,Carlos Ramírez,63,M,La Libertad,Tarjeta de Crédito,39990.0,9179,-861,Transferencia,2021-11-29 18:08:33.695078872,Fallida
1788,Carlos Martínez,51,M,Puno,Plazo Fijo,37729.0,9444,-2269,Pago,2024-12-05 21:39:03.090664286,Fallida
95,Sofía Gómez,26,F,Loreto,Plazo Fijo,39922.0,847,-2951,Retiro,2025-02-28 16:25:47.780592295,Fallida
4749,Carlos López,28,F,Ica,Ahorros,9008.0,13176,6269,Transferencia,2021-07-31 10:07:17.165863976,Pendiente
3327,Andrés Fernández,57,F,La Libertad,Corriente,10499.0,4964,15008,Retiro,2022-10-16 08:02:38.299886280,Exitosa
3826,Carlos Gómez,65,F,La Libertad,Tarjeta de Crédito,46414.0,7706,11775,Retiro,2024-08-09 01:54:26.436714410,Pendiente
4022,Lucía Ramírez,62,M,Arequipa,Ahorros,8154.0,5529,12068,Transferencia,2021-07-26 05:06:10.851621415,Exitosa
4848,Andrés García,50,M,Junín,Tarjeta de Crédito,35414.0,5060,8922,Depósito,2021-07-29 22:12:59.147028398,Exitosa
3551,Andrés Castillo,28,M,Lima,Plazo Fijo,40898.0,8752,8342,Pago,2022-11-01 06:28:47.223348383,Pendiente
2083,Lucía Ramírez,35,F,Lima,Tarjeta de Crédito,26116.0,13053,10407,Retiro,2023-09-03 17:17:43.926357572,Pendiente
2382,Pedro Martínez,39,F,Lambayeque,Corriente,35741.0,1929,16598,Depósito,2020-12-28 15:40:37.359609644,Fallida
2095,Lucía Castillo,25,M,Piura,Tarjeta de Crédito,40637.0,12088,15019,Retiro,2025-08-05 00:41:24.560200215,Fallida
269,Jorge García,54,F,Puno,Corriente,32315.0,10186,3647,Transferencia,2025-02-21 14:45:10.844074001,Fallida
1942,Luis Castillo,57,M,Arequipa,Ahorros,47725.0,5332,11963,Retiro,2025-09-10 17:42:19.291873848,Fallida
